"Human Gene" "Gene"
"818" "P2RY10" "P2ry10"
"819" "FOXP4" "Foxp4"
"820" NA "Rhox2c"
"821" "C1QTNF9B" "C1qtnf9"
"822" "C1QTNF9" "C1qtnf9"
"823" NA "Gm815"
"824" "SLAIN1" "Slain1"
"825" "GART" "Gart"
"826" "KAT5" "Kat5"
"827" NA "Rhox3c"
"828" "CPSF6" "Cpsf6"
"829" NA "Rhox4c"
"830" "ARL14" "Arl14"
"831" "PPM1L" "Ppm1l"
"832" "EDNRB" "Ednrb"
"833" "TRO" "Tro"
"834" "B3GALNT1" "B3galnt1"
"835" "POU4F1" "Pou4f1"
"836" "NMD3" "Nmd3"
"837" "CYP2D6" "Cyp2d9"
"838" "MIPEP" "Mipep"
"839" "RFX4" "Rfx4"
"840" "SLC25A21" "Slc25a21"
"841" "TATDN1" "Tatdn1"
"842" "PEX5L" "Pex5l"
"843" "TNFRSF19" "Tnfrsf19"
"844" "MCCC2" "Mccc2"
"845" "TGFB3" "Tgfb3"
"846" "ZNF34" "Zfp945"
"847" NA "Rhox2d"
"848" "IFT43" "Ift43"
"849" NA "Rhox4d"
"850" "RELA" "Rela"
"851" NA "Vmn2r113"
"852" "GPR174" "Gpr174"
"853" "SLC17A3" "Slc17a3"
"854" "NDUFB9" "Ndufb9"
"855" "MCFD2" "Mcfd2"
"856" "CPM" "Cpm"
"857" "C9" "C9"
"858" NA "Rhox2e"
"859" "SACS" "Sacs"
"860" "NUTF2" "Nutf2"
"861" "ITM2A" "Itm2a"
"862" "KLC1" "Klc1"
"863" "PDE1B" "Pde1b"
"864" "RIC8B" "Ric8b"
"865" "SIDT1" "Sidt1"
"866" NA "1700122O11Rik"
"867" NA "1700067P10Rik"
"868" NA "Rhox3e"
"869" "FAT1" "Fat1"
"870" NA "9830107B12Rik"
"871" "VLDLR" "Vldlr"
"872" NA "Rhox4e"
"873" NA "Zfp40"
"874" "ICE1" "Ice1"
"875" NA "Rhox2f"
"876" NA "Rhox3f"
"877" "SGCG" "Sgcg"
"878" NA "A530064D06Rik"
"879" NA "Rhox4f"
"880" "FHL1" "Fhl4"
"881" NA "Rhox3g"
"882" "TMEM263" "Tmem263"
"883" NA "Vmn2r114"
"884" NA "Rhox2g"
"885" "MTERF2" "Mterf2"
"886" "ARL11" "Arl11"
"887" "TBX22" "Tbx22"
"888" "CRY1" "Cry1"
"889" "TREM1" "Trem1"
"890" "SLC17A1" "Slc17a1"
"891" "EBPL" "Ebpl"
"892" "ARHGEF3" "Arhgef3"
"893" NA "Trem3"
"894" "PPP1R1A" "Ppp1r1a"
"895" NA "Vmn2r115"
"896" "MDM2" "Mdm2"
"897" "PZP" "Mug2"
"898" "CPAMD8" "Mug2"
"899" "MTNR1A" "Mtnr1a"
"900" NA "Glycam1"
"901" "TTC7A" "Ttc7"
"902" "APC" "Apc"
"903" "KPNA3" "Kpna3"
"904" "F11" "F11"
"905" NA "Rhox4g"
"906" "SPTSSB" "Sptssb"
"907" "SPICE1" "Spice1"
"908" "RBM26" "Rbm26"
"909" NA "Gm9817"
"910" "SLCO1C1" "Slco1c1"
"911" NA "Rhox3h"
"912" "KLKB1" "Klkb1"
"913" "SLC17A4" "Slc17a4"
"914" "OTOL1" "Otol1"
"915" "FOXA1" "Foxa1"
"916" NA "Rhox2h"
"917" "TTC6" "Ttc6"
"918" "CYP4V2" "Cyp4v3"
"919" "SNX27" "Snx27"
"920" "GPATCH2L" "Gpatch2l"
"921" "CFAP44" "Cfap44"
"922" "MTSS1" "Mtss1"
"923" "BDP1" "Bdp1"
"924" NA "Vmn2r116"
"925" "MAGED2" "Maged2"
"926" "SLC10A7" "Slc10a7"
"927" "SLC35E3" "Slc35e3"
"928" NA "Vmn2r117"
"929" "PTPRK" "Ptprk"
"930" "XRCC3" "Xrcc3"
"931" "SON" "Son"
"932" NA "Gm5616"
"933" "JAM3" "Jam3"
"934" "SLCO1B1" "Slco1b2"
"935" "SLCO1B3" "Slco1b2"
"936" "TREML4" "Treml4"
"937" "SEC23A" "Sec23a"
"938" "REXO2" "Rexo2"
"939" "SRP19" "Srp19"
"940" "RFX3" "Rfx3"
"941" "SQLE" "Sqle"
"942" "REEP5" "Reep5"
"943" "TUFT1" "Tuft1"
"944" "RBM7" "Rbm7"
"945" NA "Tcf20"
"946" "GEMIN2" "Gemin2"
"947" "TXNL1" "Txnl1"
"948" "C11orf71" "Gm5617"
"949" "BRWD3" "Brwd3"
"950" "HMGCLL1" "Hmgcll1"
"951" "SLCO1A2" "Slco1a4"
"952" "SPRYD7" "Spryd7"
"953" "MYLIP" "Mylip"
"954" "ESRRB" "Esrrb"
"955" "RICTOR" "Rictor"
"956" "EDC4" "Edc4"
"957" "CALM2" "Calm2"
"958" "TRIM13" "Trim13"
"959" "BOC" "Boc"
"960" "ADAMTS16" "Adamts16"
"961" NA "Gm10972"
"962" "NNMT" "Nnmt"
"963" "SI" "Sis"
"964" "TREML2" "Treml2"
"965" "PKD2L2" "Pkd2l2"
"966" "ZBTB16" "Zbtb16"
"967" NA "B430306N03Rik"
"968" "SLCO1A2" "Slco1a1"
"969" "GFRAL" "Gfral"
"970" "THEMIS" "Themis"
"971" "GNL3L" "Gnl3l"
"972" "ZFYVE21" "Zfyve21"
"973" "CCDC66" "Ccdc66"
"974" NA "Col6a4"
"975" "FGD4" "Fgd4"
"976" "TREM2" "Trem2"
"977" "ABLIM1" "Ablim1"
"978" "FAM13B" "Fam13b"
"979" "TREML1" "Treml1"
"980" "SCGN" "Scgn"
"981" "SLITRK3" "Slitrk3"
"982" "BCHE" "Bche"
"983" "SPRY2" "Spry2"
"984" NA "Gm4775"
"985" "ZBBX" "Zbbx"
"986" NA "8030423J24Rik"
"987" "TRIM52" "Trim52"
"988" "HCRTR2" "Hcrtr2"
"989" "SERF1A" "Serf1"
"990" "WNT8A" "Wnt8a"
"991" "FBXO11" "Fbxo11"
"992" "KCNRG" "Kcnrg"
"993" "HMGN5" "Hmgn5"
"994" "NME5" "Nme5"
"995" "TRAPPC6B" "Trappc6b"
"996" "LSM6" "Lsm6"
"997" "GMPR" "Gmpr"
"998" "SLITRK1" "Slitrk1"
"999" "SH3BGRL" "Sh3bgrl"
"1000" "DLEU7" "Dleu7"
"1001" "NRN1L" "Nrn1l"
"1002" "SLITRK6" "Slitrk6"
"1003" "HTR3A" "Htr3a"
"1004" "TMEM255A" "Tmem255a"
"1005" "WDR7" "Wdr7"
"1006" "PPP1R13B" "Ppp1r13b"
"1007" "PSKH1" "Pskh1"
"1008" "RNASEH2B" "Rnaseh2b"
"1009" "CTRL" "Ctrl"
"1010" "SERPINI2" "Serpini2"
"1011" "IRX1" "Irx1"
"1012" "SMN2" "Smn1"
"1013" "SMN1" "Smn1"
"1014" "WDR49" "Wdr49"
"1015" "SLITRK5" "Slitrk5"
"1016" "FAM149A" "Fam149a"
"1017" "PNN" "Pnn"
"1018" "TPM3" "Tpm3-rs7"
"1019" "SLCO1A2" "Slco1a6"
"1020" "PDCD10" "Pdcd10"
"1021" NA "Gm9996"
"1022" "FAM83B" "Fam83b"
"1023" "PWP1" "Pwp1"
"1024" NA "Gm6377"
"1025" "NSMCE2" "Nsmce2"
"1026" "IRX2" "Irx2"
"1027" NA "Gm5786"
"1028" "HTR3B" "Htr3b"
"1029" NA "Gucy1b2"
"1030" "FRRS1" "Frrs1"
"1031" "IRF2BPL" "Irf2bpl"
"1032" "FGD1" "Fgd1"
"1033" "ATXN1" "Atxn1"
"1034" "PIP" "Pip"
"1035" "OPCML" "Opcml"
"1036" "TRIB1" "Trib1"
"1037" NA "Sval2"
"1038" "CIPC" "Cipc"
"1039" "NFAM1" "Nfam1"
"1040" NA "Sval1"
"1041" "RAP1B" "Rap1b"
"1042" "FOXN2" "Foxn2"
"1043" "PSMB10" "Psmb10"
"1044" NA "Sval3"
"1045" "GLYCTK" "Glyctk"
"1046" NA "Sva"
"1047" "ZNF34" "Zfp534"
"1048" "ZNF34" "Zfp984"
"1049" "PPP1R21" "Ppp1r21"
"1050" "TAS2R39" "Tas2r139"
"1051" NA "Gm10113"
"1052" "SLCO1A2" "Slco1a5"
"1053" NA "Zfp933"
"1054" "IRX4" "Irx4"
"1055" "PLPP3" "Plpp3"
"1056" "LCAT" "Lcat"
"1057" "PALMD" "Palmd"
"1058" "MIIP" "Miip"
"1059" "STMND1" "Stmnd1"
"1060" "ZNF827" "Zfp827"
"1061" "C13orf42" "Gm4131"
"1062" "TINAG" "Tinag"
"1063" "POU3F4" "Pou3f4"
"1064" NA "Gm10263"
"1065" "ZDHHC22" "Zdhhc22"
"1066" "FAM124A" "Fam124a"
"1067" "RBM24" "Rbm24"
"1068" NA "Gm10112"
"1069" "ATP1B4" "Atp1b4"
"1070" "TDRD9" "Tdrd9"
"1071" NA "4930455H04Rik"
"1072" "GPC5" "Gpc5"
"1073" "TAS2R40" "Tas2r144"
"1074" "NDUFS6" "Ndufs6"
"1075" "IAPP" "Iapp"
"1076" "PCMTD1" "Pcmtd1"
"1077" "GSTK1" "Gstk1"
"1078" "TTC14" "Ttc14"
"1079" "MRPL36" "Mrpl36"
"1080" "NFYA" "Nfya"
"1081" "NTM" "Ntm"
"1082" "SERPINE3" "Serpine3"
"1083" "CAP2" "Cap2"
"1084" "TMEM139" "Tmem139"
"1085" "TSR2" "Tsr2"
"1086" "INTS6" "Ints6"
"1087" "PYROXD1" "Pyroxd1"
"1088" "CXorf49" "4933412E24Rik"
"1089" NA "4933412E24Rik"
"1090" "CXorf49B" "4933412E24Rik"
"1091" "CDH7" "Cdh7"
"1092" "OSMR" "Osmr"
"1093" "C4orf51" "1700011L22Rik"
"1094" "NEPRO" "Nepro"
"1095" "MMAA" "Mmaa"
"1096" "CASP2" "Casp2"
"1097" "WDR82" "Wdr82"
"1098" NA "Fv1"
"1099" "LAMP2" "Lamp2"
"1100" "FAM8A1" "Fam8a1"
"1101" "TLR3" "Tlr3"
"1102" "MFN2" "Mfn2"
"1103" NA "Naip2"
"1104" "KIAA0408" "9330159F19Rik"
"1105" "SPAG6" "Spag6l"
"1106" "ERC2" "Erc2"
"1107" "SNX19" "Snx19"
"1108" "DDX21" "Ddx21"
"1109" "EXO1" "Exo1"
"1110" "RD3L" "Rd3l"
"1111" "ST8SIA3" "St8sia3"
"1112" NA "Igll1"
"1113" "ASPG" "Aspg"
"1114" "RECQL" "Recql"
"1115" "GTPBP8" "Gtpbp8"
"1116" "PRDM4" "Prdm4"
"1117" "ONECUT2" "Onecut2"
"1118" "SMAD1" "Smad1"
"1119" "ADAMTS15" "Adamts15"
"1120" "BRD8" "Brd8"
"1121" "A1BG" "A1bg"
"1122" "PPM1M" "Ppm1m"
"1123" "ADAM17" "Adam17"
"1124" "UXS1" "Uxs1"
"1125" "CD200R1L" "Cd200r1"
"1126" "CD200R1" "Cd200r1"
"1127" "SLC12A4" "Slc12a4"
"1128" "FAM120C" "Fam120c"
"1129" "SERHL2" "Serhl"
"1130" "ASCL4" "Ascl4"
"1131" NA "Naip5"
"1132" "DDX50" "Ddx50"
"1133" "ADAMTS8" "Adamts8"
"1134" "ZBTB44" "Zbtb44"
"1135" "DONSON" "Donson"
"1136" "STON1" "Ston1"
"1137" "RTCB" "Rtcb"
"1138" "CUL4B" "Cul4b"
"1139" "OARD1" "Oard1"
"1140" "CDH19" "Cdh19"
"1141" "ECHDC1" "Echdc1"
"1142" "MLIP" "Mlip"
"1143" "APOBEC2" "Apobec2"
"1144" "DSEL" "Dsel"
"1145" "GTF2A1L" "Gtf2a1l"
"1146" "GOLT1B" "Golt1b"
"1147" "ZBTB8B" "Zbtb8b"
"1148" "MYC" "Myc"
"1149" "BSDC1" "Bsdc1"
"1150" "PLD5" "Pld5"
"1151" "GPC6" "Gpc6"
"1152" "PKMYT1" "Pkmyt1"
"1153" "SPX" "Spx"
"1154" "STOX1" "Stox1"
"1155" "TSPO2" "Tspo2"
"1156" "WDFY2" "Wdfy2"
"1157" "GYS2" "Gys2"
"1158" "OTUD4" "Otud4"
"1159" "PAQR4" "Paqr4"
"1160" "PLOD1" "Plod1"
"1161" "BPIFC" "Bpifc"
"1162" "GSDMC" "Gsdmc"
"1163" "KREMEN2" "Kremen2"
"1164" "DEFB109B" "Defb48"
"1165" "DEFB109C" "Defb48"
"1166" "DEFB109D" "Defb48"
"1167" "CD200R1L" "Cd200r4"
"1168" "CD200R1" "Cd200r4"
"1169" "RBM8A" "Rbm8a2"
"1170" "DEFB130A" "Defb47"
"1171" "DEFB130B" "Defb47"
"1172" "DCT" "Dct"
"1173" "LHCGR" "Lhcgr"
"1174" "ASIC4" "Asic4"
"1175" "RNF146" "Rnf146"
"1176" "DEFB131B" "Defb43"
"1177" "DEFB131A" "Defb43"
"1178" "WNT5A" "Wnt5a"
"1179" "CD200R1L" "Cd200r2"
"1180" "CD200R1" "Cd200r2"
"1181" NA "Cntnap5a"
"1182" "TSSK3" "Tssk3"
"1183" "FSHR" "Fshr"
"1184" "LIFR" "Lifr"
"1185" "FUBP1" "Fubp1"
"1186" "TOP3B" "Top3b"
"1187" "KIAA2013" "2510039O18Rik"
"1188" "FAM229A" "Fam229a"
"1189" "UNC5CL" "Unc5cl"
"1190" "DEFB135" "Defb30"
"1191" "NPPB" "Nppb"
"1192" "ST14" "St14"
"1193" "FBXO7" "Fbxo7"
"1194" "DPEP3" "Dpep3"
"1195" "SNTG1" "Sntg1"
"1196" "DEFB136" "Defb42"
"1197" "MARCKSL1" "Marcksl1"
"1198" "NPPA" "Nppa"
"1199" "LDHB" "Ldhb"
"1200" "FECH" "Fech"
"1201" "CTSB" "Ctsb"
"1202" "HDAC1" "Hdac1"
"1203" "DPEP2" "Dpep2"
"1204" "NUP153" "Nup153"
"1205" "FLYWCH1" "Flywch1"
"1206" "TGDS" "Tgds"
"1207" "TWF2" "Twf2"
"1208" "ABCE1" "Abce1"
"1209" "APOOL" "Apool"
"1210" "RSPO3" "Rspo3"
"1211" "LCK" "Lck"
"1212" "LRFN2" "Lrfn2"
"1213" "TMEM63C" "Tmem63c"
"1214" "CENPW" "Cenpw"
"1215" "FLYWCH2" "Flywch2"
"1216" "CLCN1" "Clcn1"
"1217" "GPR180" "Gpr180"
"1218" "LPCAT1" "Lpcat1"
"1219" "SYN3" "Syn3"
"1220" "MCTS1" "Mcts1"
"1221" "ANAPC10" "Anapc10"
"1222" NA "Gm19965"
"1223" "SOX21" "Sox21"
"1224" "SATL1" "Satl1"
"1225" NA "Gm9376"
"1226" "HHIP" "Hhip"
"1227" "CACNA2D3" "Cacna2d3"
"1228" "SRRM2" "Srrm2"
"1229" "RRS1" "Rrs1"
"1230" NA "Gm29106"
"1231" "C1GALT1C1" "C1galt1c1"
"1232" "ADHFE1" "Adhfe1"
"1233" "FAM167B" "Fam167b"
"1234" "TIMP3" "Timp3"
"1235" NA "6030498E09Rik"
"1236" "EIF3I" "Eif3i"
"1237" NA "2010106E10Rik"
"1238" "GYPB" "Gypa"
"1239" "GYPE" "Gypa"
"1240" "GYPA" "Gypa"
"1241" "KIF20A" "Kif20a"
"1242" "TLR9" "Tlr9"
"1243" "MDM1" "Mdm1"
"1244" "ALAS1" "Alas1"
"1245" NA "Dpep2"
"1246" "ZNF711" "Zfp711"
"1247" "FDFT1" "Fdft1"
"1248" "CLCN6" "Clcn6"
"1249" "POF1B" "Pof1b"
"1250" "KIF26A" "Kif26a"
"1251" "MOCS1" "Mocs1"
"1252" "GSDMC" "Gsdmc2"
"1253" "LRTM1" "Lrtm1"
"1254" "LRRC1" "Lrrc1"
"1255" "SLC6A3" "Slc6a3"
"1256" "NGB" "Ngb"
"1257" "NEIL2" "Neil2"
"1258" "CD200R1L" "Cd200r3"
"1259" "CD200R1" "Cd200r3"
"1260" "FREM3" "Frem3"
"1261" "CEP170" "Cep170"
"1262" "CDC23" "Cdc23"
"1263" "DUS2" "Dus2"
"1264" "CHM" "Chm"
"1265" "YWHAQ" "Ywhaq"
"1266" "GSDMC" "Gsdmc3"
"1267" "GATA4" "Gata4"
"1268" "KIF13A" "Kif13a"
"1269" "PRSS33" "Prss33"
"1270" "KCNJ8" "Kcnj8"
"1271" "GSDMC" "Gsdmc4"
"1272" "DDX28" "Ddx28"
"1273" "NFATC3" "Nfatc3"
"1274" "GATA2" "Gata2"
"1275" "PRSS41" "Prss41"
"1276" "BLK" "Blk"
"1277" "EGFLAM" "Egflam"
"1278" "USP45" "Usp45"
"1279" "GLIS3" "Glis3"
"1280" "PHF8" "Phf8"
"1281" "FAM167A" "Fam167a"
"1282" NA "Prss32"
"1283" "ABCC4" "Abcc4"
"1284" "POMT2" "Pomt2"
"1285" "PRSS21" "Prss21"
"1286" "CCAR1" "Ccar1"
"1287" "DAAM2" "Daam2"
"1288" "CLPTM1L" "Clptm1l"
"1289" "KLHL31" "Klhl31"
"1290" "GCLC" "Gclc"
"1291" "PPM1F" "Ppm1f"
"1292" "USP38" "Usp38"
"1293" "DNAJB8" "Dnajb8"
"1294" "FAM131B" "Fam131b"
"1295" "CRYZL1" "Cryzl1"
"1296" "MYBL1" "Mybl1"
"1297" "SIPA1" "Sipa1"
"1298" "ESRP2" "Esrp2"
"1299" "TERT" "Tert"
"1300" "POC1A" "Poc1a"
"1301" NA "Dcpp1"
"1302" "KIF6" "Kif6"
"1303" "MTHFR" "Mthfr"
"1304" "ACTR8" "Actr8"
"1305" "PLA2G15" "Pla2g15"
"1306" "GDNF" "Gdnf"
"1307" NA "Cmah"
"1308" "TRIM58" "Trim58"
"1309" "WDR70" "Wdr70"
"1310" NA "Dcpp2"
"1311" "NUP85" "Nup85"
"1312" "SLC7A6" "Slc7a6"
"1313" NA "Tdh"
"1314" "AGTRAP" "Agtrap"
"1315" "IL22" "Il22"
"1316" "GSTZ1" "Gstz1"
"1317" NA "Dcpp3"
"1318" "VCPIP1" "Vcpip1"
"1319" "DRAXIN" "Draxin"
"1320" "RFTN1" "Rftn1"
"1321" "TRMT11" "Trmt11"
"1322" "TPP2" "Tpp2"
"1323" "MTMR9" "Mtmr9"
"1324" "APLP2" "Aplp2"
"1325" "TMEM234" "Tmem234"
"1326" "SHISA3" "Shisa3"
"1327" "SLC7A6OS" "Slc7a6os"
"1328" "EEFSEC" "Eefsec"
"1329" "NKX6-1" "Nkx6-1"
"1330" "PRMT7" "Prmt7"
"1331" "XKR6" "Xkr6"
"1332" "RPA1" "Rpa1"
"1333" "CDS1" "Cds1"
"1334" "CCDC80" "Ccdc80"
"1335" "NUP155" "Nup155"
"1336" NA "Sbp"
"1337" "CLDN10" "Cldn10"
"1338" "ATP8B1" "Atp8b1"
"1339" "TMED8" "Tmed8"
"1340" NA "Gm10330"
"1341" "SAMD15" "Samd15"
"1342" NA "Gm17330"
"1343" NA "9030624G23Rik"
"1344" "IFNG" "Ifng"
"1345" "PPTC7" "Pptc7"
"1346" "SLC35A5" "Slc35a5"
"1347" "NOXRED1" "Noxred1"
"1348" "SMPD3" "Smpd3"
"1349" "HINT3" "Hint3"
"1350" "DAZL" "Dazl"
"1351" "PINX1" "Pinx1"
"1352" NA "Gm16372"
"1353" "PLPPR4" "Plppr4"
"1354" "TAF1B" "Taf1b"
"1355" "ATG3" "Atg3"
"1356" "INPP4B" "Inpp4b"
"1357" "SOX7" "Sox7"
"1358" "CTNNA1" "Ctnna1"
"1359" "CDK6" "Cdk6"
"1360" "TET1" "Tet1"
"1361" "IL17RB" "Il17rb"
"1362" "MAPK1" "Mapk1"
"1363" "ZYX" "Zyx"
"1364" "DCDC2B" "Dcdc2b"
"1365" "CCDC39" "Ccdc39"
"1366" "RAD9B" "Rad9b"
"1367" "PLCL2" "Plcl2"
"1368" "IQCC" "Iqcc"
"1369" "SMYD4" "Smyd4"
"1370" NA "Gm7334"
"1371" "ZG16B" "Sbpl"
"1372" "DYRK2" "Dyrk2"
"1373" "MAD2L2" "Mad2l2"
"1374" "GRHL1" "Grhl1"
"1375" "LRRTM2" "Lrrtm2"
"1376" "SLC25A16" "Slc25a16"
"1377" "SIL1" "Sil1"
"1378" "VPS29" "Vps29"
"1379" "FSTL5" "Fstl5"
"1380" NA "Prss30"
"1381" "RNF144B" "Rnf144b"
"1382" "C8orf74" "4930578I06Rik"
"1383" "CFAP144" "Fam183b"
"1384" "RP1L1" "Rp1l1"
"1385" "PRSS55" "Prss55"
"1386" "BTLA" "Btla"
"1387" "RPIA" "Rpia"
"1388" "PRSS22" "Prss22"
"1389" "CAND1" "Cand1"
"1390" "CHDH" "Chdh"
"1391" "GGA3" "Gga3"
"1392" "RUVBL1" "Ruvbl1"
"1393" NA "Gm5225"
"1394" "NRG2" "Nrg2"
"1395" "CCDC28B" "Ccdc28b"
"1396" "PRSS27" "Prss27"
"1397" "ID4" "Id4"
"1398" "KLF11" "Klf11"
"1399" "GRIA3" "Gria3"
"1400" "CD200" "Cd200"
"1401" "NCAM1" "Ncam1"
"1402" "NRXN1" "Nrxn1"
"1403" "PHF2" "Phf2"
"1404" "FAM216A" "Fam216a"
"1405" "PLPPR5" "Plppr5"
"1406" "VIPAS39" "Vipas39"
"1407" "PRSS51" "Prss51"
"1408" "TXLNA" "Txlna"
"1409" "NIPBL" "Nipbl"
"1410" "EPHA1" "Epha1"
"1411" "GPN3" "Gpn3"
"1412" NA "Prss52"
"1413" "DNA2" "Dna2"
"1414" "PURA" "Pura"
"1415" "SLC6A18" "Slc6a18"
"1416" "IGIP" "Igip"
"1417" "CYSTM1" "Cystm1"
"1418" "DZIP1" "Dzip1"
"1419" "IL15" "Il15"
"1420" "SNX7" "Snx7"
"1421" "PFDN1" "Pfdn1"
"1422" "EIF2AK3" "Eif2ak3"
"1423" "SLC9C1" "Slc9c1"
"1424" "ARPC3" "Arpc3"
"1425" "FBXO6" "Fbxo6"
"1426" "RPL10" "Rpl10-ps3"
"1427" "PLET1" "Plet1"
"1428" "NEDD4L" "Nedd4l"
"1429" "PIP4K2B" "Pip4k2b"
"1430" "ZNF330" "Zfp330"
"1431" "PRDM10" "Prdm10"
"1432" "MRPS7" "Mrps7"
"1433" NA "Tas2r143"
"1434" "CLEC4C" "Clec4b1"
"1435" "SDCCAG8" "Sdccag8"
"1436" "DPYD" "Dpyd"
"1437" "SLC1A1" "Slc1a1"
"1438" "SCUBE1" "Scube1"
"1439" "STAB2" "Stab2"
"1440" NA "Gm12258"
"1441" NA "2810021J22Rik"
"1442" "DACH2" "Dach2"
"1443" "TAS2R60" "Tas2r135"
"1444" "CWC25" "Cwc25"
"1445" "TAS2R41" "Tas2r126"
"1446" "RNF150" "Rnf150"
"1447" "FOXI3" "Foxi3"
"1448" "GCSAM" "Gcsam"
"1449" "PTS" "Pts"
"1450" "SEC61A1" "Sec61a1"
"1451" NA "Gm10645"
"1452" "MSRA" "Msra"
"1453" "TBC1D9" "Tbc1d9"
"1454" "ZNF570" "Zfp39"
"1455" "ATRNL1" "Atrnl1"
"1456" "AHSA1" "Ahsa1"
"1457" "RAPGEF2" "Rapgef2"
"1458" "C3orf52" "BC016579"
"1459" "SERPINF1" "Serpinf1"
"1460" "ATP8A1" "Atp8a1"
"1461" "TMPRSS7" "Tmprss7"
"1462" "CYS1" "Cys1"
"1463" "BCO2" "Bco2"
"1464" "GSG1L" "Gsg1l"
"1465" "DNAJC3" "Dnajc3"
"1466" "IL18" "Il18"
"1467" NA "Tcaf3"
"1468" "METTL21C" "Mettl21c"
"1469" "KPNA6" "Kpna6"
"1470" "TAGLN3" "Tagln3"
"1471" "KBTBD12" "Kbtbd12"
"1472" "ISM2" "Ism2"
"1473" "ABHD10" "Abhd10"
"1474" "THOC2" "Thoc2"
"1475" "TEX12" "Tex12"
"1476" "KIF13B" "Kif13b"
"1477" "GFRA1" "Gfra1"
"1478" "UCP1" "Ucp1"
"1479" "RRM2" "Rrm2"
"1480" "VSTM2B" "Vstm2b"
"1481" "THNSL2" "Thnsl2"
"1482" "SDHD" "Sdhd"
"1483" "SNTB2" "Sntb2"
"1484" "TIMM8B" "Timm8b"
"1485" "PHLDB2" "Phldb2"
"1486" "NFRKB" "Nfrkb"
"1487" "C2orf78" "4930433I11Rik"
"1488" "MBOAT2" "Mboat2"
"1489" "C2orf78" "Gm4884"
"1490" "ELMOD2" "Elmod2"
"1491" "RPL23" "Rpl23"
"1492" "CLEC4C" "Clec4a2"
"1493" "UGGT2" "Uggt2"
"1494" "TMEM39B" "Tmem39b"
"1495" NA "Gm2310"
"1496" "C2orf78" "Gm5592"
"1497" "SLC1A3" "Slc1a3"
"1498" "NEXN" "Nexn"
"1499" "MIF4GD" "Mif4gd"
"1500" "KHDRBS1" "Khdrbs1"
"1501" NA "AI987944"
"1502" "MGAT4D" "Mgat4d"
"1503" "AKT3" "Akt3"
"1504" NA "Vmn2r57"
"1505" "PTP4A2" "Ptp4a2"
"1506" "MPPED1" "Mpped1"
"1507" "NCOA7" "Ncoa7"
"1508" "TCAF2" "Tcaf2"
"1509" "TCAF2C" "Tcaf2"
"1510" "VPS4A" "Vps4a"
"1511" "XIAP" "Xiap"
"1512" NA "Gm20449"
"1513" "CCDC172" "Ccdc172"
"1514" NA "AW146154"
"1515" "HS6ST3" "Hs6st3"
"1516" "FABP1" "Fabp1"
"1517" "TMEM45B" "Tmem45b"
"1518" "SHANK2" "Shank2"
"1519" "SPOCD1" "Spocd1"
"1520" "OXGR1" "Oxgr1"
"1521" "CLEC4C" "Clec4b2"
"1522" "PNLIP" "Pnlip"
"1523" "FBXO44" "Fbxo44"
"1524" "PDF" "Pdf"
"1525" "TCAF1" "Tcaf1"
"1526" "MBNL2" "Mbnl2"
"1527" "COG8" "Cog8"
"1528" "SERPINF2" "Serpinf2"
"1529" "KLHL4" "Klhl4"
"1530" "BARX2" "Barx2"
"1531" "MIA2" "Mia2"
"1532" "CTAGE1" "Mia2"
"1533" "CTAGE8" "Mia2"
"1534" "CTAGE9" "Mia2"
"1535" "CTAGE6" "Mia2"
"1536" "CTAGE4" "Mia2"
"1537" "CTAGE15" "Mia2"
"1538" "PNLIPRP1" "Pnliprp1"
"1539" "EFCAB6" "Efcab6"
"1540" "KCTD5" "Kctd5"
"1541" "CLGN" "Clgn"
"1542" "PLCXD2" "Plcxd2"
"1543" "ZBTB18" "Zbtb18"
"1544" "CD96" "Cd96"
"1545" NA "Gm10308"
"1546" "PCNX3" "Pcnx3"
"1547" NA "Gm6741"
"1548" "FAM120A" "Fam120a"
"1549" "TBC1D5" "Tbc1d5"
"1550" "TEX30" "Tex30"
"1551" "NIP7" "Nip7"
"1552" "PIH1D2" "Pih1d2"
"1553" "CLEC6A" "Clec4n"
"1554" "NECTIN3" "Nectin3"
"1555" "SLC25A19" "Slc25a19"
"1556" "TMED6" "Tmed6"
"1557" "SCOC" "Scoc"
"1558" NA "Ube2dnl1"
"1559" NA "Ube2dnl2"
"1560" NA "Gm6871"
"1561" "DLAT" "Dlat"
"1562" "AP3B2" "Ap3b2"
"1563" "CPXCR1" "Cpxcr1"
"1564" "FBXO2" "Fbxo2"
"1565" "SULT4A1" "Sult4a1"
"1566" "TGIF2LY" "Tgif2lx2"
"1567" "TGIF2LX" "Tgif2lx2"
"1568" "TGIF2LY" "Tgif2lx1"
"1569" "TGIF2LX" "Tgif2lx1"
"1570" "FNIP2" "Fnip2"
"1571" "ANAPC7" "Anapc7"
"1572" "PABPC5" "Pabpc5"
"1573" NA "Ddx43"
"1574" "LASP1" "Lasp1"
"1575" "NDUFB7" "Ndufb7"
"1576" "CLEC4D" "Clec4d"
"1577" "HMBOX1" "Hmbox1"
"1578" "SSBP3" "Ssbp3"
"1579" "PNPLA5" "Pnpla5"
"1580" "TERF2" "Terf2"
"1581" "NAP1L3" "Nap1l3"
"1582" NA "Gm17324"
"1583" NA "Gm7275"
"1584" "STAG2" "Stag2"
"1585" "EDEM3" "Edem3"
